TAIUTC       28     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
870211    2446837.500000000000     -.190900    .12800   .26300
870212    2446838.500000000000     -.192000    .12800   .26200
870213    2446839.500000000000     -.193300    .12800   .26200
870214    2446840.500000000000     -.194800    .12700   .26100
870215    2446841.500000000000     -.196500    .12700   .26000
870216    2446842.500000000000     -.198400    .12700   .25900
870217    2446843.500000000000     -.200400    .12600   .25800
870218    2446844.500000000000     -.202500    .12600   .25700
870219    2446845.500000000000     -.204500    .12500   .25600
870220    2446846.500000000000     -.206400    .12500   .25500
870221    2446847.500000000000     -.208100    .12400   .25400
870222    2446848.500000000000     -.209600    .12400   .25300
870223    2446849.500000000000     -.210900    .12300   .25200
870224    2446850.500000000000     -.212200    .12300   .25100
870225    2446851.500000000000     -.213700    .12200   .25000
870226    2446852.500000000000     -.215300    .12200   .24900
870227    2446853.500000000000     -.217300    .12100   .24700
870228    2446854.500000000000     -.219600    .12100   .24600
870301    2446855.500000000000     -.222000    .12000   .24500
870302    2446856.500000000000     -.224500    .11900   .24300
870303    2446857.500000000000     -.226800    .11800   .24200
870304    2446858.500000000000     -.229000    .11800   .24000
870305    2446859.500000000000     -.230900    .11700   .23900
870306    2446860.500000000000     -.232600    .11600   .23700
870307    2446861.500000000000     -.234100    .11500   .23600
870308    2446862.500000000000     -.235500    .11500   .23500
870309    2446863.500000000000     -.236800    .11400   .23400
870310    2446864.500000000000     -.238200    .11300   .23300
870311    2446865.500000000000     -.239500    .11300   .23100
870312    2446866.500000000000     -.241100    .11200   .23000
870313    2446867.500000000000     -.242800    .11100   .22900
870314    2446868.500000000000     -.244700    .11100   .22800
870315    2446869.500000000000     -.246800    .11000   .22700
870316    2446870.500000000000     -.249000    .10900   .22600
870317    2446871.500000000000     -.251200    .10900   .22500
870318    2446872.500000000000     -.253400    .10800   .22400
870319    2446873.500000000000     -.255300    .10700   .22300
870320    2446874.500000000000     -.257100    .10700   .22300
870321    2446875.500000000000     -.258600    .10600   .22200
870322    2446876.500000000000     -.259900    .10500   .22100
870323    2446877.500000000000     -.261200    .10400   .22000
870324    2446878.500000000000     -.262400    .10400   .21900
870325    2446879.500000000000     -.263900    .10300   .21800
870326    2446880.500000000000     -.265600    .10200   .21700
870327    2446881.500000000000     -.267600    .10100   .21600
870328    2446882.500000000000     -.269800    .10000   .21500
870329    2446883.500000000000     -.272200    .09900   .21500
870330    2446884.500000000000     -.274500    .09800   .21400
870331    2446885.500000000000     -.276600    .09700   .21300
870401    2446886.500000000000     -.278500    .09600   .21200
870402    2446887.500000000000     -.280100    .09500   .21100
870403    2446888.500000000000     -.281500    .09400   .21100
870404    2446889.500000000000     -.282800    .09300   .21000
870405    2446890.500000000000     -.283900    .09200   .21000
870406    2446891.500000000000     -.285000    .09100   .20900
870407    2446892.500000000000     -.286200    .09000   .20900
870408    2446893.500000000000     -.287500    .08900   .20900
870409    2446894.500000000000     -.289000    .08800   .20800
870410    2446895.500000000000     -.290700    .08700   .20800
870411    2446896.500000000000     -.292600    .08600   .20800
870412    2446897.500000000000     -.294600    .08500   .20700
870413    2446898.500000000000     -.296800    .08400   .20700
870414    2446899.500000000000     -.298900    .08300   .20600
870415    2446900.500000000000     -.300900    .08200   .20600
870416    2446901.500000000000     -.302700    .08100   .20600
870417    2446902.500000000000     -.304300    .08000   .20600
870418    2446903.500000000000     -.305500    .07800   .20500
870419    2446904.500000000000     -.306700    .07700   .20500
870420    2446905.500000000000     -.307900    .07600   .20500
870421    2446906.500000000000     -.309200    .07500   .20400
870422    2446907.500000000000     -.310700    .07400   .20400
870423    2446908.500000000000     -.312500    .07300   .20400
870424    2446909.500000000000     -.314500    .07200   .20300
870425    2446910.500000000000     -.316600    .07100   .20300
870426    2446911.500000000000     -.318700    .07000   .20300
870427    2446912.500000000000     -.320700    .06900   .20200
870428    2446913.500000000000     -.322500    .06800   .20200
870429    2446914.500000000000     -.324100    .06700   .20200
870430    2446915.500000000000     -.325400    .06600   .20200
870501    2446916.500000000000     -.326500    .06400   .20100
870502    2446917.500000000000     -.327500    .06300   .20100
870503    2446918.500000000000     -.328400    .06200   .20100
870504    2446919.500000000000     -.329300    .06000   .20100
870505    2446920.500000000000     -.330400    .05900   .20100
870506    2446921.500000000000     -.331600    .05800   .20000
870507    2446922.500000000000     -.333000    .05600   .20000
870508    2446923.500000000000     -.334600    .05500   .20000
870509    2446924.500000000000     -.336300    .05400   .20000
870510    2446925.500000000000     -.338200    .05200   .19900
870511    2446926.500000000000     -.340100    .05100   .19900
870512    2446927.500000000000     -.342000    .04900   .19900
870513    2446928.500000000000     -.343700    .04800   .19800
870514    2446929.500000000000     -.345100    .04700   .19800
870515    2446930.500000000000     -.346200    .04500   .19800
870516    2446931.500000000000     -.347200    .04300   .19700
870517    2446932.500000000000     -.348200    .04200   .19700
870518    2446933.500000000000     -.349200    .04100   .19700
870519    2446934.500000000000     -.350500    .03900   .19700
870520    2446935.500000000000     -.352000    .03800   .19600
870521    2446936.500000000000     -.353800    .03700   .19600
870522    2446937.500000000000     -.355700    .03600   .19600
870523    2446938.500000000000     -.357600    .03500   .19600
870524    2446939.500000000000     -.359400    .03400   .19500
870525    2446940.500000000000     -.361100    .03400   .19500
870526    2446941.500000000000     -.362500    .03300   .19500
870527    2446942.500000000000     -.363700    .03200   .19500
870528    2446943.500000000000     -.364700    .03100   .19500
870529    2446944.500000000000     -.365500    .03000   .19500
870530    2446945.500000000000     -.366300    .03000   .19500
870531    2446946.500000000000     -.367000    .02900   .19500
870601    2446947.500000000000     -.367800    .02900   .19500
870602    2446948.500000000000     -.368700    .02800   .19500
870603    2446949.500000000000     -.369800    .02700   .19500
870604    2446950.500000000000     -.371100    .02700   .19500
870605    2446951.500000000000     -.372600    .02600   .19500
870606    2446952.500000000000     -.374200    .02500   .19600
870607    2446953.500000000000     -.375900    .02500   .19600
870608    2446954.500000000000     -.377500    .02400   .19600
870609    2446955.500000000000     -.379000    .02300   .19700
870610    2446956.500000000000     -.380200    .02200   .19700
870611    2446957.500000000000     -.381200    .02100   .19800
870612    2446958.500000000000     -.381900    .02000   .19800
870613    2446959.500000000000     -.382600    .01900   .19900
870614    2446960.500000000000     -.383300    .01800   .19900
870615    2446961.500000000000     -.384200    .01700   .20000
870616    2446962.500000000000     -.385300    .01600   .20000
870617    2446963.500000000000     -.386700    .01400   .20100
870618    2446964.500000000000     -.388300    .01300   .20100
870619    2446965.500000000000     -.389800    .01200   .20200
870620    2446966.500000000000     -.391200    .01100   .20200
870621    2446967.500000000000     -.392500    .01000   .20300
870622    2446968.500000000000     -.393500    .00800   .20300
870623    2446969.500000000000     -.394200    .00700   .20400
870624    2446970.500000000000     -.394800    .00600   .20500
870625    2446971.500000000000     -.395100    .00500   .20500
870626    2446972.500000000000     -.395400    .00300   .20600
870627    2446973.500000000000     -.395600    .00200   .20600
870628    2446974.500000000000     -.395900    .00100   .20700
870629    2446975.500000000000     -.396300    .00000   .20700
870630    2446976.500000000000     -.396900   -.00200   .20800
870701    2446977.500000000000     -.397600   -.00300   .20900
870702    2446978.500000000000     -.398500   -.00400   .20900
870703    2446979.500000000000     -.399600   -.00500   .21000
870704    2446980.500000000000     -.400600   -.00700   .21000
870705    2446981.500000000000     -.401700   -.00800   .21100
870706    2446982.500000000000     -.402600   -.00900   .21100
870707    2446983.500000000000     -.403400   -.01000   .21200
